TXNAME,TXNAME*GENEID
NM_001183684.1,NM_001183684.1*RBL2
NM_001183685.3,NM_001183685.3*PNT1
NM_001183688.1,NM_001183688.1*PAC1
NR_132263.1,NR_132263.1*snR8
NM_001183691.3,NM_001183691.3*YTM1
NM_001183693.3,NM_001183693.3*MOD5
NM_001183695.3,NM_001183695.3*CAF20
NR_132265.1,NR_132265.1*snR5
NM_001183697.1,NM_001183697.1*HEM4
NM_001183702.1,NM_001183702.1*YOR283W
NM_001183703.3,NM_001183703.3*HUA2
NM_001183704.1,NM_001183704.1*RDL1
NM_001183705.3,NM_001183705.3*RDL2
NM_001183708.1,NM_001183708.1*YOR289W
NM_001183710.1,NM_001183710.1*YPK9
NM_001183712.1,NM_001183712.1*RPS10A
NM_001183713.1,NM_001183713.1*RRS1
NM_001183714.3,NM_001183714.3*UAF30
NM_001183715.1,NM_001183715.1*YOR296W
NM_001183717.1,NM_001183717.1*MUM3
NM_001183718.1,NM_001183718.1*BUD7
NM_001183720.3,NM_001183720.3*RAX1
NM_001183721.1,NM_001183721.1*YOR302W
NM_001183722.3,NM_001183722.3*CPA1
NM_001183724.1,NM_001183724.1*ISW2
NM_001183725.1,NM_001183725.1*RRG7
NM_001348880.1,NM_001348880.1*YOR314W
NM_001183735.1,NM_001183735.1*SFG1
NM_001183737.3,NM_001183737.3*FAA1
NM_001183739.1,NM_001183739.1*HSH49
NM_001183741.1,NM_001183741.1*PMT3
NM_001183746.1,NM_001183746.1*MYO2
NM_001183748.1,NM_001183748.1*PDR10
NM_001183752.3,NM_001183752.3*VMA4
NM_001183754.1,NM_001183754.1*MRS2
NM_001183756.1,NM_001183756.1*KRE5
NM_001183757.3,NM_001183757.3*TEA1
NM_001183758.1,NM_001183758.1*YOR338W
NM_001183761.3,NM_001183761.3*RPA190
NM_001184389.1,NM_001184389.1*YOR343W-A
NM_001184390.4,NM_001184390.4*YOR343W-B
rna-tM(CAU)O2,rna-tM(CAU)O2*EMT2
rna-tP(UGG)O3,rna-tP(UGG)O3*tP(UGG)O3
NM_001183766.1,NM_001183766.1*REV1
NM_001183769.3,NM_001183769.3*CIN1
NM_001183772.1,NM_001183772.1*TFB6
NM_001183775.3,NM_001183775.3*GDS1
NM_001183776.1,NM_001183776.1*CIR2
NM_001183778.1,NM_001183778.1*HAP5
NM_001183779.3,NM_001183779.3*VTS1
NM_001183787.3,NM_001183787.3*SCP1
NM_001183788.1,NM_001183788.1*RAD17
NM_001183793.3,NM_001183793.3*NUD1
NM_001183794.1,NM_001183794.1*ALD4
NM_001348882.1,NM_001348882.1*YOR376W
NM_001184578.1,NM_001184578.1*YOR376W-A
NM_001183797.3,NM_001183797.3*ATF1
NM_001183798.1,NM_001183798.1*AMF1
NM_001183800.3,NM_001183800.3*RDR1
NM_001183801.1,NM_001183801.1*FRE3
NM_001184579.3,NM_001184579.3*YOR381W-A
NM_001183802.1,NM_001183802.1*FIT2
NM_001183804.1,NM_001183804.1*FRE5
NM_001183805.3,NM_001183805.3*YOR385W
NM_001183806.1,NM_001183806.1*PHR1
NM_001183809.3,NM_001183809.3*YOR389W
NM_001183810.1,NM_001183810.1*FEX1
NM_001183813.1,NM_001183813.1*ERR1
NM_001183814.3,NM_001183814.3*PAU21
NM_001184447.3,NM_001184447.3*YRF1-8
NM_001183418.1,NM_001183418.1*AAD15
NM_001183414.1,NM_001183414.1*PAU20
NM_001184493.1,NM_001184493.1*YOL159C-A
NM_001183412.1,NM_001183412.1*CSS3
NM_001183411.1,NM_001183411.1*ENB1
NM_001183410.1,NM_001183410.1*IMA2
NM_001183408.1,NM_001183408.1*HPF1
YOL153C,YOL153C*YOL153C
NM_001183402.1,NM_001183402.1*SPT20
NM_001183401.1,NM_001183401.1*PEX11
NM_001183399.2,NM_001183399.2*CTR9
NM_001183397.1,NM_001183397.1*RIB4
NM_001183393.1,NM_001183393.1*CDC33
NM_001183392.2,NM_001183392.2*RTC1
NM_001183390.1,NM_001183390.1*PFK27
NM_001183389.1,NM_001183389.1*MED7
NM_001183382.1,NM_001183382.1*YGK3
NM_001183380.1,NM_001183380.1*MDH2
NM_001183378.1,NM_001183378.1*TRM11
NM_001183376.1,NM_001183376.1*SMF1
NM_001183375.1,NM_001183375.1*RPS19A
NM_001183374.1,NM_001183374.1*RPL18A
NM_001183373.1,NM_001183373.1*MCH4
NM_001348874.1,NM_001348874.1*YOL118C
NM_001183368.1,NM_001183368.1*PTH4
NM_001183365.1,NM_001183365.1*MDY2
rna-tG(UCC)O,rna-tG(UCC)O*SUF1
NM_001183362.1,NM_001183362.1*INO4
NM_001183359.1,NM_001183359.1*WSC3
NM_001183358.1,NM_001183358.1*NDJ1
NM_001183356.1,NM_001183356.1*TPT1
NM_001183355.1,NM_001183355.1*IZH4
NM_001183352.1,NM_001183352.1*SDD3
NR_132255.1,NR_132255.1*snR58
NM_001183351.1,NM_001183351.1*WRS1
NM_001183350.1,NM_001183350.1*COQ3
NM_001183349.1,NM_001183349.1*HMI1
NM_001183348.1,NM_001183348.1*RFC4
NM_001183343.1,NM_001183343.1*HAL9
NM_001183342.1,NM_001183342.1*MPD2
NM_001183341.1,NM_001183341.1*DUF1
NM_001183340.1,NM_001183340.1*ADH1
NM_001348875.1,NM_001348875.1*YOL085C
NM_001183334.1,NM_001183334.1*REX4
NM_001183331.2,NM_001183331.2*BRX1
NM_001183329.2,NM_001183329.2*YOL075C
NM_001183328.1,NM_001183328.1*DSC2
NM_001183325.1,NM_001183325.1*NBA1
NM_001183323.1,NM_001183323.1*HST1
NM_001183322.1,NM_001183322.1*RTG1
NM_001183321.1,NM_001183321.1*RIB2
NM_001183320.1,NM_001183320.1*INP54
NM_001183319.1,NM_001183319.1*MET22
NM_001183318.1,NM_001183318.1*CRT10
NM_001183317.1,NM_001183317.1*APM4
NM_001183315.1,NM_001183315.1*MAM3
NM_001183310.1,NM_001183310.1*THI20
rna-tG(GCC)O1,rna-tG(GCC)O1*tG(GCC)O1
NM_001183307.1,NM_001183307.1*DDR2
NM_001183306.1,NM_001183306.1*SPE2
NM_001183302.1,NM_001183302.1*RRT8
NM_001183301.1,NM_001183301.1*LDS2
NM_001183297.1,NM_001183297.1*NTG2
NM_001183295.1,NM_001183295.1*NOP12
NM_001183294.1,NM_001183294.1*RPS15
NM_001184641.1,NM_001184641.1*YOL038C-A
NM_001183285.1,NM_001183285.1*SIL1
NM_001183283.1,NM_001183283.1*YOL029C
NM_001183282.1,NM_001183282.1*YAP7
NM_001183281.1,NM_001183281.1*MDM38
NM_001183280.1,NM_001183280.1*MIM1
NM_001183276.2,NM_001183276.2*TSR4
NM_001183275.1,NM_001183275.1*DIS3
NM_001183272.1,NM_001183272.1*TLG2
NM_001183270.1,NM_001183270.1*CMK2
NM_001183267.1,NM_001183267.1*HRD1
NM_001183266.1,NM_001183266.1*HTZ1
NM_001183263.1,NM_001183263.1*MDM12
NM_001183261.1,NM_001183261.1*CSI2
NM_001183260.1,NM_001183260.1*TOP1
NM_001183259.1,NM_001183259.1*RPB11
NM_001183257.1,NM_001183257.1*PFA4
NM_001183256.1,NM_001183256.1*IZH2
NM_001183424.1,NM_001183424.1*DNL4
NM_001183425.1,NM_001183425.1*TSR3
NM_001183426.1,NM_001183426.1*SGT2
rna-tR(ACG)O,rna-tR(ACG)O*tR(ACG)O
NM_001183427.1,NM_001183427.1*SLG1
NM_001184305.1,NM_001184305.1*YOR008C-A
NM_001183429.1,NM_001183429.1*TIR2
rna-tT(AGU)O2,rna-tT(AGU)O2*tT(AGU)O2
NM_001183435.1,NM_001183435.1*ERP4
NM_001183439.1,NM_001183439.1*HSP10
NM_001183440.1,NM_001183440.1*SFM1
NM_001183441.1,NM_001183441.1*DDL1
NM_001183442.1,NM_001183442.1*AHC1
NM_001183447.1,NM_001183447.1*CIN5
NM_001183451.1,NM_001183451.1*HMS1
NM_001183452.1,NM_001183452.1*EXO1
NM_001183453.1,NM_001183453.1*AKR2
NM_001184667.1,NM_001184667.1*YOR034C-A
NM_001183454.1,NM_001183454.1*SHE4
NM_001183457.1,NM_001183457.1*HIR2
NR_132258.1,NR_132258.1*snR9
NR_132259.1,NR_132259.1*snR62
NM_001183465.1,NM_001183465.1*DBP5
NM_001183466.1,NM_001183466.1*STD1
NM_001183467.1,NM_001183467.1*RAT1
NM_001183468.1,NM_001183468.1*RSB1
NM_001183470.1,NM_001183470.1*ETT1
NM_001183471.1,NM_001183471.1*TMC1
NM_001183473.1,NM_001183473.1*VHS3
NM_001183475.1,NM_001183475.1*NOB1
NM_001183477.1,NM_001183477.1*ASE1
NM_001183478.1,NM_001183478.1*LPL1
NM_001183479.1,NM_001183479.1*SLD7
NM_001183481.1,NM_001183481.1*YOR062C
NM_001183483.1,NM_001183483.1*YNG1
NM_001183486.1,NM_001183486.1*ALG8
NM_001183487.1,NM_001183487.1*VAM10
NM_001183489.1,NM_001183489.1*GYP1
NM_001183490.1,NM_001183490.1*NRT1
NM_001183493.1,NM_001183493.1*CDC21
NM_001183495.1,NM_001183495.1*SKI7
NM_001183498.1,NM_001183498.1*ATX2
NM_001183500.1,NM_001183500.1*TGL5
NM_001183505.1,NM_001183505.1*TCB1
NM_001183508.1,NM_001183508.1*VPS21
NM_001183509.1,NM_001183509.1*PTC5
NM_001183512.1,NM_001183512.1*CMR2
NM_001183514.1,NM_001183514.1*RKI1
NM_001183516.1,NM_001183516.1*YOR097C
NM_001183517.1,NM_001183517.1*NUP1
NM_001183519.1,NM_001183519.1*CRC1
NM_001183522.1,NM_001183522.1*OST2
NM_001183534.3,NM_001183534.3*TRS33
NM_001183535.1,NM_001183535.1*RPO31
NM_001183538.3,NM_001183538.3*RIO1
NM_001183541.3,NM_001183541.3*PFY1
NM_001183542.1,NM_001183542.1*LEO1
NM_001183543.3,NM_001183543.3*UBP2
NM_001183544.1,NM_001183544.1*CAT5
NM_001183545.3,NM_001183545.3*IAH1
NM_001183547.3,NM_001183547.3*ADE2
NM_001183548.1,NM_001183548.1*AFI1
NM_001183549.4,NM_001183549.4*ORT1
NM_001183550.1,NM_001183550.1*YOR131C
NM_001183556.3,NM_001183556.3*SIA1
NM_001183557.1,NM_001183557.1*RUP1
NM_001183560.1,NM_001183560.1*ARP8
rna-tG(CCC)O,rna-tG(CCC)O*SUF5
NM_001183562.1,NM_001183562.1*THI80
NM_001183563.3,NM_001183563.3*ELG1
NM_001183564.1,NM_001183564.1*PNO1
NM_001183567.1,NM_001183567.1*SPP2
NM_001183568.4,NM_001183568.4*SMP3
NM_001183570.3,NM_001183570.3*RPB2
NM_001183571.1,NM_001183571.1*ATG40
NM_001183574.3,NM_001183574.3*ISN1
NM_001183575.1,NM_001183575.1*NFI1
NM_001183576.3,NM_001183576.3*PUP1
NM_001183578.3,NM_001183578.3*SME1
NM_001183580.3,NM_001183580.3*PNS1
NM_001184625.1,NM_001184625.1*YOR161C-C
NM_001183581.3,NM_001183581.3*YRR1
NM_001183583.3,NM_001183583.3*GET4
NM_001183585.3,NM_001183585.3*SWT1
NM_001183586.1,NM_001183586.1*RPS28A
NM_001183590.1,NM_001183590.1*LCB4
NM_001183594.1,NM_001183594.1*ALE1
rna-tV(AAC)O,rna-tV(AAC)O*tV(AAC)O
NM_001183596.1,NM_001183596.1*MPC54
NM_001183597.3,NM_001183597.3*GAC1
NM_001183598.1,NM_001183598.1*SYC1
NM_001183599.3,NM_001183599.3*DCI1
NM_001183601.3,NM_001183601.3*RPS30B
NR_132260.1,NR_132260.1*snR36
NM_001183604.1,NM_001183604.1*GSP2
NM_001183611.3,NM_001183611.3*THI72
NM_001184668.1,NM_001184668.1*YOR192C-C
NM_001184388.4,NM_001184388.4*YOR192C-B
NM_001184387.1,NM_001184387.1*YOR192C-A
NM_001183613.1,NM_001183613.1*TOA1
NM_001183615.1,NM_001183615.1*LIP5
NM_001183617.1,NM_001183617.1*BFR1
NM_001183620.3,NM_001183620.3*MRM1
NM_001183624.1,NM_001183624.1*GEP3
NM_001183626.1,NM_001183626.1*RET1
NM_001183628.1,NM_001183628.1*NPT1
NM_001183630.1,NM_001183630.1*MGM1
NM_001183632.1,NM_001183632.1*SAS5
NM_001183633.3,NM_001183633.3*SPR2
NM_001183634.1,NM_001183634.1*AIM41
NM_001183635.3,NM_001183635.3*RUD3
NM_001183638.3,NM_001183638.3*STE13
NM_001183640.3,NM_001183640.3*MCT1
NR_132261.1,NR_132261.1*snR35
NM_001183643.1,NM_001183643.1*RPB8
NM_001183645.3,NM_001183645.3*ISU2
NM_001183647.3,NM_001183647.3*MCP1
NM_001183653.3,NM_001183653.3*RPL33B
NM_001183661.3,NM_001183661.3*SSP2
NM_001183662.1,NM_001183662.1*PUS7
NM_001183664.1,NM_001183664.1*DGA1
NM_001183665.3,NM_001183665.3*ENV9
NM_001183668.3,NM_001183668.3*APC5
NM_001183669.1,NM_001183669.1*CLP1
NM_001183670.3,NM_001183670.3*TUM1
NM_001183673.1,NM_001183673.1*SEC63
NM_001183675.2,NM_001183675.2*TRE2
NM_001183678.3,NM_001183678.3*RPT4
NM_001183680.3,NM_001183680.3*RPN8
NM_001183686.1,NM_001183686.1*HRK1
NM_001183687.3,NM_001183687.3*YOR268C
NM_001183689.3,NM_001183689.3*VPH1
NM_001183690.1,NM_001183690.1*FSF1
NM_001183692.1,NM_001183692.1*TPO4
NM_001183694.1,NM_001183694.1*RIM20
NR_132264.1,NR_132264.1*snR31
NM_001183698.3,NM_001183698.3*RFM1
NM_001183699.1,NM_001183699.1*FSH3
NM_001183700.3,NM_001183700.3*PLP2
NM_001183706.1,NM_001183706.1*RRP36
NM_001183707.3,NM_001183707.3*MPD1
rna-tA(UGC)O,rna-tA(UGC)O*tA(UGC)O
NM_001183709.3,NM_001183709.3*SNF2
NM_001183711.3,NM_001183711.3*YOR292C
NM_001184669.3,NM_001184669.3*YOR293C-A
NM_001183716.4,NM_001183716.4*TIM18
NM_001184346.3,NM_001184346.3*MBF1
NM_001183723.3,NM_001183723.3*BIL1
NM_001183726.4,NM_001183726.4*MCH5
NM_001183727.1,NM_001183727.1*SLY41
NM_001183728.3,NM_001183728.3*SNU66
NM_001183730.1,NM_001183730.1*NOP58
NM_001183731.3,NM_001183731.3*DGK1
NM_001183732.1,NM_001183732.1*RPL20B
NM_001183733.3,NM_001183733.3*SPS4
NM_001183736.3,NM_001183736.3*COT1
NM_001184577.1,NM_001184577.1*YOR316C-A
NM_001183740.3,NM_001183740.3*GNT1
NM_001183742.3,NM_001183742.3*LDB19
NM_001183743.1,NM_001183743.1*PRO2
NM_001183744.3,NM_001183744.3*FRT1
NM_001183747.3,NM_001183747.3*SNC2
NM_001183749.3,NM_001183749.3*SCD5
NM_001183750.1,NM_001183750.1*MIP1
NM_001183755.3,NM_001183755.3*ALA1
NM_001183759.3,NM_001183759.3*UBC11
NM_001183760.1,NM_001183760.1*RPA43
NM_001183762.1,NM_001183762.1*YOR342C
NM_001348881.1,NM_001348881.1*YOR343C
NM_001183764.3,NM_001183764.3*TYE7
NM_001183767.3,NM_001183767.3*PYK2
NM_001183768.1,NM_001183768.1*PUT4
NM_001183770.1,NM_001183770.1*MNE1
NM_001183771.3,NM_001183771.3*MEK1
NM_001183773.3,NM_001183773.3*SOG2
NM_001183774.1,NM_001183774.1*MSC6
NM_001183777.3,NM_001183777.3*SNX3
NM_001183780.1,NM_001183780.1*PDE2
NM_001183781.3,NM_001183781.3*PRT1
NM_001183782.1,NM_001183782.1*PRE10
NM_001183783.3,NM_001183783.3*PIP2
NM_001183785.1,NM_001183785.1*YOR365C
NM_001183789.3,NM_001183789.3*RPS12
NM_001183790.1,NM_001183790.1*MRS6
NM_001183791.3,NM_001183791.3*GPB1
NM_001183792.1,NM_001183792.1*NDD1
NM_001183795.3,NM_001183795.3*GDH1
NM_001183803.3,NM_001183803.3*FIT3
NM_001183807.3,NM_001183807.3*YOR387C
NM_001183808.1,NM_001183808.1*FDH1
NM_001183811.3,NM_001183811.3*HSP33
NM_001184626.1,NM_001184626.1*YOR394C-A
NM_001184094.1,NM_001184094.1*HSP32
NM_001184088.1,NM_001184088.1*SAM3
NM_001184087.1,NM_001184087.1*SAM4
NM_001184085.1,NM_001184085.1*ATP15
NM_001184084.1,NM_001184084.1*MDL2
NM_001184083.1,NM_001184083.1*KAR9
NM_001184082.1,NM_001184082.1*PLC1
NM_001184081.1,NM_001184081.1*ACM1
NM_001184080.1,NM_001184080.1*DIM1
NM_001184079.1,NM_001184079.1*DIP5
NM_001184076.1,NM_001184076.1*FUM1
NM_001184074.1,NM_001184074.1*CUB1
NM_001184391.1,NM_001184391.1*YPL257W-A
NM_001184392.2,NM_001184392.2*YPL257W-B
NM_001184071.1,NM_001184071.1*YPL257W
NM_001184069.1,NM_001184069.1*BBP1
NM_001184068.1,NM_001184068.1*HFI1
NM_001184059.1,NM_001184059.1*YPL245W
NM_001184057.1,NM_001184057.1*SRP68
NM_001184053.1,NM_001184053.1*YAR1
NM_001184051.1,NM_001184051.1*SUI3
NM_001184049.1,NM_001184049.1*RVB2
NM_001184047.1,NM_001184047.1*NSL1
NM_001184046.1,NM_001184046.1*SSO1
NM_001184045.1,NM_001184045.1*FAS2
NM_001184044.1,NM_001184044.1*USV1
NM_001184043.1,NM_001184043.1*YPL229W
NM_001184042.1,NM_001184042.1*CET1
NM_001184040.1,NM_001184040.1*NEW1
NM_001184039.1,NM_001184039.1*YPL225W
NM_001184036.1,NM_001184036.1*FMP40
NM_001184035.1,NM_001184035.1*FLC1
NM_001184034.1,NM_001184034.1*RPL1A
NM_001184033.1,NM_001184033.1*PCL8
NM_001184032.1,NM_001184032.1*SAR1
NM_001184030.1,NM_001184030.1*YPL216W
NM_001184029.1,NM_001184029.1*CBP3
NM_001184027.1,NM_001184027.1*LEA1
NM_001184025.1,NM_001184025.1*NIP7
NM_001184022.1,NM_001184022.1*RKM1
NM_001184021.1,NM_001184021.1*TYW1
NM_001184018.1,NM_001184018.1*HRR25
NM_001184017.1,NM_001184017.1*TPK2
NM_001184014.1,NM_001184014.1*CSM4
NM_001184012.1,NM_001184012.1*RPL7B
NR_132266.1,NR_132266.1*snR59
NM_001184010.1,NM_001184010.1*OXR1
NM_001184009.1,NM_001184009.1*APL5
NM_001184008.1,NM_001184008.1*DDC1
NM_001184007.1,NM_001184007.1*RSA1
NM_001184003.1,NM_001184003.1*GUP2
NM_001184002.1,NM_001184002.1*POS5
NM_001184001.1,NM_001184001.1*MF(ALPHA)1
NM_001184317.1,NM_001184317.1*RTC6
NM_001183995.1,NM_001183995.1*CTI6
NM_001183994.1,NM_001183994.1*TCO89
NM_001183993.1,NM_001183993.1*PPQ1
NM_001183992.1,NM_001183992.1*CBC2
NM_001183989.1,NM_001183989.1*SPT14
NM_001183987.1,NM_001183987.1*MRPL40
NM_001183984.1,NM_001183984.1*DAP1
NM_001183982.1,NM_001183982.1*MRX4
NM_001183980.1,NM_001183980.1*ATG29
NM_001183974.1,NM_001183974.1*CDC60
NM_001183971.1,NM_001183971.1*TGS1
NM_001184627.1,NM_001184627.1*YPL152W-A
NM_001183966.1,NM_001183966.1*RRD2
NM_001183964.1,NM_001183964.1*YPL150W
NM_001183963.1,NM_001183963.1*ATG5
NM_001183961.1,NM_001183961.1*PXA1
NM_001183958.1,NM_001183958.1*POC4
NM_001183957.1,NM_001183957.1*RPL33A
NM_001183949.1,NM_001183949.1*ISU1
NM_001183946.1,NM_001183946.1*COX11
NM_001183945.1,NM_001183945.1*RPL5
NM_001183944.1,NM_001183944.1*SPO19
NM_001183943.1,NM_001183943.1*TAF14
NM_001183940.1,NM_001183940.1*NAN1
NM_001183939.1,NM_001183939.1*KAP120
NM_001183938.1,NM_001183938.1*SPC29
NM_001183934.1,NM_001183934.1*VPS30
NM_001183932.1,NM_001183932.1*MRP51
NM_001183930.1,NM_001183930.1*HOS3
NM_001183925.1,NM_001183925.1*CAR1
NM_001183922.1,NM_001183922.1*YPL108W
NM_001183921.1,NM_001183921.1*YPL107W
NM_001183918.1,NM_001183918.1*MSD1
NM_001183915.1,NM_001183915.1*ELP4
NM_001183914.1,NM_001183914.1*ATG21
NM_001183911.1,NM_001183911.1*MSY1
NM_001183910.1,NM_001183910.1*PNG1
NM_001183907.1,NM_001183907.1*NOG1
NM_001183906.1,NM_001183906.1*SSU1
NM_001183905.1,NM_001183905.1*GLR1
NM_001183902.1,NM_001183902.1*YPL088W
NM_001183901.1,NM_001183901.1*YDC1
NM_001183899.1,NM_001183899.1*SEC16
NM_001183898.1,NM_001183898.1*BRO1
NM_001183895.1,NM_001183895.1*RPS9A
NM_001183893.1,NM_001183893.1*RPL21B
NM_001183890.1,NM_001183890.1*GPI2
NM_001183889.1,NM_001183889.1*GCR1
NM_001183888.1,NM_001183888.1*YTA6
NM_001183886.1,NM_001183886.1*UBP16
NM_001183884.1,NM_001183884.1*MUK1
NM_001183880.1,NM_001183880.1*RGL1
NM_001183879.1,NM_001183879.1*VPS28
NM_001183877.1,NM_001183877.1*TIM50
NM_001348885.1,NM_001348885.1*YPL062W
NM_001183875.1,NM_001183875.1*ALD6
NM_001183874.1,NM_001183874.1*MFM1
NM_001183873.1,NM_001183873.1*GRX5
NM_001183868.1,NM_001183868.1*LEE1
NM_001183866.4,NM_001183866.4*OAZ1
NM_001183865.1,NM_001183865.1*ARL3
NM_001183862.1,NM_001183862.1*CAM1
NM_001183861.1,NM_001183861.1*SGF11
NM_001183859.1,NM_001183859.1*VPS16
NM_001183857.1,NM_001183857.1*NOP4
NM_001183853.1,NM_001183853.1*YPL039W
NM_001184580.1,NM_001184580.1*YPL038W-A
NM_001183852.1,NM_001183852.1*MET31
NM_001183850.1,NM_001183850.1*PMA2
NM_001183848.1,NM_001183848.1*YPL034W
NM_001183844.1,NM_001183844.1*TRM44
NM_001183843.1,NM_001183843.1*SUV3
NM_001183842.1,NM_001183842.1*ERG10
NM_001183841.1,NM_001183841.1*SMA1
NM_001183838.1,NM_001183838.1*RMI1
NM_001183836.1,NM_001183836.1*RAD1
NM_001183835.1,NM_001183835.1*ECM23
NM_001183832.1,NM_001183832.1*CTF19
NM_001183830.2,NM_001183830.2*SWI1
NM_001183828.1,NM_001183828.1*CIP1
NM_001183826.1,NM_001183826.1*RRP12
NM_001183824.1,NM_001183824.1*RET3
NM_001183822.1,NM_001183822.1*CHL1
NM_001183820.1,NM_001183820.1*NCR1
NM_001183819.1,NM_001183819.1*AEP3
NM_001183817.1,NM_001183817.1*ULA1
NM_001183815.1,NM_001183815.1*HAT1
NM_001184098.1,NM_001184098.1*CIT3
NM_001184099.1,NM_001184099.1*PDH1
rna-tG(GCC)P1,rna-tG(GCC)P1*tG(GCC)P1
NM_001184105.1,NM_001184105.1*HAA1
NM_001184106.1,NM_001184106.1*SUT2
rna-tK(CUU)P,rna-tK(CUU)P*tK(CUU)P
NM_001184115.1,NM_001184115.1*RLF2
NM_001184116.1,NM_001184116.1*MCM4
NM_001184117.1,NM_001184117.1*ATP20
NM_001184121.1,NM_001184121.1*YME1
NM_001184123.1,NM_001184123.1*ATH1
NM_001184125.1,NM_001184125.1*YOP1
NM_001184127.1,NM_001184127.1*CSR2
NM_001184128.1,NM_001184128.1*NTO1
NM_001184129.1,NM_001184129.1*SRO7
NM_001184131.1,NM_001184131.1*ARP7
NM_001184132.2,NM_001184132.2*GLN1
NM_001184133.1,NM_001184133.1*VMA13
NM_001184516.1,NM_001184516.1*SPO24
NM_001184137.1,NM_001184137.1*TIP41
NM_001184138.1,NM_001184138.1*TIF5
NM_001184140.1,NM_001184140.1*RPL43A
NM_001184143.1,NM_001184143.1*MCM16
NM_001184144.1,NM_001184144.1*MSF1
NM_001184145.1,NM_001184145.1*TAH18
NM_001184148.1,NM_001184148.1*MAK3
NM_001184151.1,NM_001184151.1*SMK1
NM_001184152.1,NM_001184152.1*SEC8
NM_001184153.1,NM_001184153.1*TFB4
NM_001184154.1,NM_001184154.1*BRR1
NM_001184155.1,NM_001184155.1*YMC1
NM_001184159.1,NM_001184159.1*FCY1
NM_001348888.1,NM_001348888.1*YPR064W
NM_001184162.1,NM_001184162.1*ROX1
NM_001184163.1,NM_001184163.1*UBA3
NM_001184164.1,NM_001184164.1*ISA2
NM_001184167.1,NM_001184167.1*MED1
NM_001184168.1,NM_001184168.1*YPR071W
rna-tS(UGA)P,rna-tS(UGA)P*SUP16
NM_001184169.1,NM_001184169.1*NOT5
NM_001184176.1,NM_001184176.1*MRL1
NM_001184177.1,NM_001184177.1*TEF1
NM_001184180.1,NM_001184180.1*MDM36
NM_001184181.1,NM_001184181.1*YPR084W
NM_001184183.1,NM_001184183.1*SUA7
NM_001184186.1,NM_001184186.1*YPR089W
NM_001184191.1,NM_001184191.1*RDS3
NM_001184194.2,NM_001184194.2*YPR097W
NM_001184197.1,NM_001184197.1*MRPL51
NM_001184198.1,NM_001184198.1*SNT309
NM_001184200.1,NM_001184200.1*PRE2
NM_001184203.1,NM_001184203.1*ISR1
NM_001184205.1,NM_001184205.1*RPN7
NM_001184581.1,NM_001184581.1*YPR108W-A
rna-tT(UGU)P,rna-tT(UGU)P*tT(UGU)P
NM_001184206.1,NM_001184206.1*YPR109W
NM_001184208.1,NM_001184208.1*DBF20
NM_001184210.1,NM_001184210.1*PIS1
NM_001184211.1,NM_001184211.1*YPR114W
NM_001184212.1,NM_001184212.1*RGC1
NM_001184213.1,NM_001184213.1*RRG8
NM_001184214.1,NM_001184214.1*YPR117W
NM_001184215.1,NM_001184215.1*MRI1
NM_001184216.1,NM_001184216.1*CLB2
NM_001184218.2,NM_001184218.2*THI22
NM_001184219.1,NM_001184219.1*AXL1
NM_001184221.1,NM_001184221.1*CTR1
NM_001184222.1,NM_001184222.1*YLH47
NM_001184224.1,NM_001184224.1*YPR127W
NM_001184226.1,NM_001184226.1*SCD6
NM_001184229.1,NM_001184229.1*RPS23B
NM_001184307.1,NM_001184307.1*TOM5
NM_001184231.1,NM_001184231.1*MSS18
NM_001184232.1,NM_001184232.1*CTF4
NM_001184234.1,NM_001184234.1*RRP9
rna-tN(GUU)P,rna-tN(GUU)P*tN(GUU)P
NM_001184237.1,NM_001184237.1*TAZ1
NM_001184240.1,NM_001184240.1*RRP15
rna-tI(AAU)P1,rna-tI(AAU)P1*tI(AAU)P1
NR_132271.1,NR_132271.1*snR45
NM_001184242.1,NM_001184242.1*ASN1
NM_001184246.1,NM_001184246.1*NCE102
NM_001184250.1,NM_001184250.1*MAY24
NM_001184251.1,NM_001184251.1*PIN3
NM_001184254.1,NM_001184254.1*TDA6
NM_001184255.1,NM_001184255.1*CUR1
NM_001184397.1,NM_001184397.1*YPR158W-A
NM_001184398.2,NM_001184398.2*YPR158W-B
rna-tA(AGC)P,rna-tA(AGC)P*tA(AGC)P
NM_001184256.1,NM_001184256.1*KRE6
rna-tG(GCC)P2,rna-tG(GCC)P2*tG(GCC)P2
NM_001184257.1,NM_001184257.1*GPH1
NM_001184261.1,NM_001184261.1*MMS1
NM_001184262.1,NM_001184262.1*RHO1
NM_001184265.1,NM_001184265.1*NUT2
NM_001184266.1,NM_001184266.1*JIP5
NM_001184525.1,NM_001184525.1*YPR170W-B
NM_001184268.1,NM_001184268.1*BSP1
NM_001184269.1,NM_001184269.1*YPR172W
NM_001184272.1,NM_001184272.1*DPB2
NM_001184275.1,NM_001184275.1*PRP4
NM_001184277.1,NM_001184277.1*AOS1
NM_001184279.1,NM_001184279.1*SMX3
NM_001184280.1,NM_001184280.1*DPM1
NM_001184281.1,NM_001184281.1*GDB1
NM_001184282.1,NM_001184282.1*ATG13
NM_001184284.1,NM_001184284.1*RPO26
NM_001184286.1,NM_001184286.1*SKI3
NM_001184288.1,NM_001184288.1*QCR2
NM_001184289.1,NM_001184289.1*AQY1
NM_001184293.1,NM_001184293.1*YPR196W
